Attributed Touch Type,Attributed Touch Time,Install Time,Event Time,Event Name,Event Value,Event Revenue,Event Revenue Currency,Event Revenue USD,Cost Model,Cost Value,Cost Currency,Event Source,Partner,Media Source,Channel,Campaign,Campaign ID,Adset,Adset ID,Ad,Ad ID,Ad Type,Site ID,Region,Country Code,State,City,Postal Code,DMA,IP,Operator,Carrier,Language,AppsFlyer ID,Customer User ID,Android ID,Advertising ID,IMEI,IDFA,IDFV,Device Category,Platform,OS Version,App Version,SDK Version,App ID,App Name,Is Retargeting,Retargeting Conversion Type,Is Primary Attribution,Attribution Lookback,Reengagement Window,Match Type,User Agent,HTTP Referrer,Original URL,Device Model
,,2024-12-11 17:38:50,2024-12-11 17:47:04,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""183cb431-3f24-4692-bf96-64098c9049d3"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002085"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Bucha,08293,None,95.158.42.75,Vodafone UA,Vodafone UA,українська,1733938729734-5028447101246771700,38468085-bfdb-4949-8008-051e7728344f,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; HMD Pulse Plus Build/UP1A.231005.007),,,HMD::HMD Pulse Plus
,,2024-08-09 11:56:13,2024-12-11 17:46:48,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""cf74e261-03cf-4bf0-84fe-ccc58283f10b"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.001244"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,59,Okhtyrka,42704,None,81.163.126.171,,,українська,1723204573151-4026368117598902627,6938c47a-0715-40c1-82ae-5df508a1e66e,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,10,3.0.7,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 10; SM-G960F Build/QP1A.190711.020),,,samsung::SM-G960F
,,2024-12-11 17:38:50,2024-12-11 17:46:03,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""0885b561-f741-4c4d-8938-ced37dd1fef0"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002085"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Bucha,08293,None,95.158.42.75,Vodafone UA,Vodafone UA,українська,1733938729734-5028447101246771700,38468085-bfdb-4949-8008-051e7728344f,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; HMD Pulse Plus Build/UP1A.231005.007),,,HMD::HMD Pulse Plus
,,2024-12-09 12:21:59,2024-12-11 17:45:54,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""4a4d64e1-089b-45c3-9bef-6e826b076819"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002892"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,51,Odesa,65051,None,109.122.35.4,,,русский,1733746907476-4153020689201063541,3c31e4f4-a536-428e-9753-f6a4aa771d8d,,00000000-0000-0000-0000-000000000000,,,,tablet,android,14,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; TB330FU Build/UP1A.231005.007),,,Lenovo::TB330FU
,,2024-08-09 11:56:13,2024-12-11 17:45:47,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""f26be3f6-6d3e-4364-838c-22efc88c4dca"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002072"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,59,Okhtyrka,42704,None,81.163.126.171,,,українська,1723204573151-4026368117598902627,6938c47a-0715-40c1-82ae-5df508a1e66e,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,10,3.0.7,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 10; SM-G960F Build/QP1A.190711.020),,,samsung::SM-G960F
,,2024-12-11 17:38:50,2024-12-11 17:45:02,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""9edede6b-effd-46ca-a56e-f0e412f09cff"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002075"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Bucha,08293,None,95.158.42.75,Vodafone UA,Vodafone UA,українська,1733938729734-5028447101246771700,38468085-bfdb-4949-8008-051e7728344f,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; HMD Pulse Plus Build/UP1A.231005.007),,,HMD::HMD Pulse Plus
,,2024-12-11 17:38:50,2024-12-11 17:44:02,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""1c6dab90-4cd9-4dbb-b5ab-a634e124a6c3"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002085"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Bucha,08293,None,95.158.42.75,Vodafone UA,Vodafone UA,українська,1733938729734-5028447101246771700,38468085-bfdb-4949-8008-051e7728344f,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; HMD Pulse Plus Build/UP1A.231005.007),,,HMD::HMD Pulse Plus
,,2024-08-09 11:56:13,2024-12-11 17:43:47,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""8553191f-c772-41f2-bad6-d2b7755f9508"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.0022"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,59,Okhtyrka,42704,None,81.163.126.171,,,українська,1723204573151-4026368117598902627,6938c47a-0715-40c1-82ae-5df508a1e66e,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,10,3.0.7,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 10; SM-G960F Build/QP1A.190711.020),,,samsung::SM-G960F
,,2024-12-11 17:38:50,2024-12-11 17:43:01,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""87bbb853-d4df-4a26-ad21-516f7439cccd"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002085"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Bucha,08293,None,95.158.42.75,Vodafone UA,Vodafone UA,українська,1733938729734-5028447101246771700,38468085-bfdb-4949-8008-051e7728344f,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; HMD Pulse Plus Build/UP1A.231005.007),,,HMD::HMD Pulse Plus
,,2024-12-09 12:21:59,2024-12-11 17:42:37,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""7ad95d8d-52cd-4afe-bbb7-045b536cef51"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.001245"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,51,Odesa,65051,None,109.122.35.4,,,русский,1733746907476-4153020689201063541,3c31e4f4-a536-428e-9753-f6a4aa771d8d,,00000000-0000-0000-0000-000000000000,,,,tablet,android,14,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; TB330FU Build/UP1A.231005.007),,,Lenovo::TB330FU
,,2024-12-11 17:38:50,2024-12-11 17:42:04,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""05c0adcb-3ad2-463b-ac07-fcb590200041"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.001502"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Bucha,08293,None,95.158.42.75,Vodafone UA,Vodafone UA,українська,1733938729734-5028447101246771700,38468085-bfdb-4949-8008-051e7728344f,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; HMD Pulse Plus Build/UP1A.231005.007),,,HMD::HMD Pulse Plus
,,2024-12-11 17:38:50,2024-12-11 17:42:01,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""039b3480-ddf4-4158-b3fd-b25a36323163"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.001222"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Bucha,08293,None,95.158.42.75,Vodafone UA,Vodafone UA,українська,1733938729734-5028447101246771700,38468085-bfdb-4949-8008-051e7728344f,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; HMD Pulse Plus Build/UP1A.231005.007),,,HMD::HMD Pulse Plus
,,2024-12-11 17:38:50,2024-12-11 17:40:58,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""6f855730-a14b-4a56-9549-1620ef6d9c6d"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002075"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Bucha,08293,None,95.158.42.75,Vodafone UA,Vodafone UA,українська,1733938729734-5028447101246771700,38468085-bfdb-4949-8008-051e7728344f,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; HMD Pulse Plus Build/UP1A.231005.007),,,HMD::HMD Pulse Plus
,,2024-12-11 17:38:50,2024-12-11 17:39:58,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""6e9da729-43be-4a91-bb86-87cc16568d22"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002075"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Bucha,08293,None,95.158.42.75,Vodafone UA,Vodafone UA,українська,1733938729734-5028447101246771700,38468085-bfdb-4949-8008-051e7728344f,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; HMD Pulse Plus Build/UP1A.231005.007),,,HMD::HMD Pulse Plus
,,2024-12-11 17:38:50,2024-12-11 17:39:02,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""e7ffd396-3c45-445f-afaa-99e74c1b4509"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002234"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Bucha,08293,None,95.158.42.75,Vodafone UA,Vodafone UA,українська,1733938729734-5028447101246771700,38468085-bfdb-4949-8008-051e7728344f,,00000000-0000-0000-0000-000000000000,,,,unknown_device_category,android,14,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; HMD Pulse Plus Build/UP1A.231005.007),,,HMD::HMD Pulse Plus
,,2024-10-29 17:06:24,2024-12-11 17:23:26,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""92f33cce-caab-46a8-9d34-349f915a0d9e"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.00154"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,18,Irshansk,12110,None,176.105.211.166,,,українська,1730221575585-6560615730182011403,87f7eb5a-d184-4183-810e-6dcbe4c34a6b,,00000000-0000-0000-0000-000000000000,,,,tablet,android,10,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 10; Lenovo TB-X606X Build/QP1A.190711.020),,,Lenovo::Lenovo TB-X606X
,,2024-09-27 15:39:09,2024-12-11 17:20:46,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""fdf19a92-71c3-4416-a9de-0d5bb4327d38"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.00152"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,46,Vynnyky,79496,None,46.219.101.137,,,українська,1727451547577-8808489327045773772,a205de09-d210-47a9-b725-02ee3a2fe73e,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,9,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 9; INE-LX1 Build/HUAWEIINE-LX1),,,HUAWEI::INE-LX1
,,2024-06-25 06:16:10,2024-12-11 17:18:19,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""7d4ad9be-457d-4481-9c36-08b19b9f46d3"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.001541"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,12,Dnipro,49007,None,91.193.128.57,Vodafone UA,Vodafone UA,українська,1719296165399-6646767996057244161,4c824ad7-1bcc-4592-ab19-ab212ef644ce,,00000000-0000-0000-0000-000000000000,,,,tablet,android,11,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 11; SM-T515 Build/RP1A.200720.012),,,samsung::SM-T515
,,2024-11-04 16:47:53,2024-12-11 17:17:58,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""0b2eb360-6755-4685-9037-ff19595944fd"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002068"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Chervona Motovylivka,08522,None,194.42.112.49,lifecell,lifecell,українська,1730738872304-4140406945992159676,f85b3485-59bc-47ec-992c-72833193a3b4,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 23117RA68G Build/UP1A.231005.007),,,Redmi::23117RA68G
,,2024-11-04 16:47:53,2024-12-11 17:17:46,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""25a3b064-d2b1-4bb4-b5fc-329802f9035b"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002868"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Chervona Motovylivka,08522,None,194.42.112.49,lifecell,lifecell,українська,1730738872304-4140406945992159676,f85b3485-59bc-47ec-992c-72833193a3b4,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 23117RA68G Build/UP1A.231005.007),,,Redmi::23117RA68G
,,2024-11-04 16:47:53,2024-12-11 17:16:57,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""189e28d2-605b-4de3-9d22-7f5f458fc825"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002317"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Chervona Motovylivka,08522,None,194.42.112.49,lifecell,lifecell,українська,1730738872304-4140406945992159676,f85b3485-59bc-47ec-992c-72833193a3b4,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 23117RA68G Build/UP1A.231005.007),,,Redmi::23117RA68G
,,2024-12-11 17:16:45,2024-12-11 17:16:53,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""5df6d9e0-e019-4394-9ffe-058594ad43bd"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.001232"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,51,Bykoza,67701,None,212.79.122.65,KYIVSTAR,Kyivstar,русский,1733937403969-6253938188680964904,79598080-caca-4483-beb7-b670896ffeab,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,11,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 11; RMX3269 Build/RP1A.201005.001),,,realme::RMX3269
,,2024-11-04 16:47:53,2024-12-11 17:15:56,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""13802d3b-3701-4562-bc64-073916e9e651"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002368"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Chervona Motovylivka,08522,None,194.42.112.49,lifecell,lifecell,українська,1730738872304-4140406945992159676,f85b3485-59bc-47ec-992c-72833193a3b4,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 23117RA68G Build/UP1A.231005.007),,,Redmi::23117RA68G
,,2024-11-04 16:47:53,2024-12-11 17:14:57,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""6dc8b723-b14d-40fc-bb03-15a22e01668b"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002337"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Chervona Motovylivka,08522,None,194.42.112.49,lifecell,lifecell,українська,1730738872304-4140406945992159676,f85b3485-59bc-47ec-992c-72833193a3b4,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 23117RA68G Build/UP1A.231005.007),,,Redmi::23117RA68G
,,2024-09-27 15:39:09,2024-12-11 17:14:45,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""e3f81a9c-e69c-4b34-8f8f-60fb1f498695"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.001211"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,46,Vynnyky,79496,None,46.219.101.137,,,українська,1727451547577-8808489327045773772,a205de09-d210-47a9-b725-02ee3a2fe73e,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,9,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 9; INE-LX1 Build/HUAWEIINE-LX1),,,HUAWEI::INE-LX1
,,2024-11-04 16:47:53,2024-12-11 17:14:19,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""bb12391c-3933-4060-a901-980db6d2fe00"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002185"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Chervona Motovylivka,08522,None,194.42.112.49,lifecell,lifecell,українська,1730738872304-4140406945992159676,f85b3485-59bc-47ec-992c-72833193a3b4,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 23117RA68G Build/UP1A.231005.007),,,Redmi::23117RA68G
,,2024-11-04 16:47:53,2024-12-11 17:13:21,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""433aa48e-40e3-4433-abc6-2a7cdd4c8dfc"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002277"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Chervona Motovylivka,08522,None,194.42.112.49,lifecell,lifecell,українська,1730738872304-4140406945992159676,f85b3485-59bc-47ec-992c-72833193a3b4,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 23117RA68G Build/UP1A.231005.007),,,Redmi::23117RA68G
,,2024-11-04 16:47:53,2024-12-11 17:12:37,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""05ea11f0-aac8-4539-9521-0d809aaa009d"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.001574"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Chervona Motovylivka,08522,None,194.42.112.49,lifecell,lifecell,українська,1730738872304-4140406945992159676,f85b3485-59bc-47ec-992c-72833193a3b4,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 23117RA68G Build/UP1A.231005.007),,,Redmi::23117RA68G
,,2024-11-04 16:47:53,2024-12-11 17:12:10,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""da2604b4-8d6d-46e9-afb9-0a87091b38fd"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002284"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Chervona Motovylivka,08522,None,194.42.112.49,lifecell,lifecell,українська,1730738872304-4140406945992159676,f85b3485-59bc-47ec-992c-72833193a3b4,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 23117RA68G Build/UP1A.231005.007),,,Redmi::23117RA68G
,,2024-11-04 16:47:53,2024-12-11 17:11:56,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""60603dc5-35cb-4bab-a6b5-7414f15b5ccb"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002724"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Chervona Motovylivka,08522,None,194.42.112.49,lifecell,lifecell,українська,1730738872304-4140406945992159676,f85b3485-59bc-47ec-992c-72833193a3b4,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 23117RA68G Build/UP1A.231005.007),,,Redmi::23117RA68G
,,2024-11-04 16:47:53,2024-12-11 17:11:09,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""ec3c9cc2-92ca-4027-b3cd-6dc5f558658c"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002284"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Chervona Motovylivka,08522,None,194.42.112.49,lifecell,lifecell,українська,1730738872304-4140406945992159676,f85b3485-59bc-47ec-992c-72833193a3b4,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 23117RA68G Build/UP1A.231005.007),,,Redmi::23117RA68G
,,2024-11-10 13:49:13,2024-12-11 17:10:29,app_ad_interstitial_impression,"{""country_code"":""null"",""impression_id"":""e35cdd8b-36d5-41be-a9ec-a5269e846311"",""precision"":""3"",""format"":""inter"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.001543"",""unit_id"":""ca-app-pub-6560243855553100\/9297691233""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,21,Vynohradiv,90300,None,91.196.231.244,KYIVSTAR,UA-KYIVSTAR,українська,1731246552353-8426263878147675579,e66772bc-5bd3-4124-b127-a64f06007f44,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,14,3.4.2,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; SM-A155F Build/UP1A.231005.007),,,samsung::SM-A155F
,,2024-11-04 16:47:53,2024-12-11 17:10:11,app_ad_banner_impression,"{""country_code"":""null"",""impression_id"":""967e8b7f-1c9c-4b1c-931f-4710004b6d7f"",""precision"":""3"",""format"":""banner"",""currency"":""USD"",""source"":""AdMob"",""value"":""0.002277"",""unit_id"":""ca-app-pub-6560243855553100\/6439899818""}",,USD,,,,,SDK,,,,,,,,,,,,EU,UA,32,Chervona Motovylivka,08522,None,194.42.112.49,lifecell,lifecell,українська,1730738872304-4140406945992159676,f85b3485-59bc-47ec-992c-72833193a3b4,,00000000-0000-0000-0000-000000000000,,,,mobile_phone,android,14,3.4.0,v6.12.4,com.binibambini.drawingforgirls,Drawing for Girls GP,false,,true,,,,Dalvik/2.1.0 (Linux; U; Android 14; 23117RA68G Build/UP1A.231005.007),,,Redmi::23117RA68G
